<ID|readonly|noverify>;<English>;<French>;<Italian>;<German>;<Spanish>;<Russian>;<Polish>;<Czech>;<Turkish>;<Chinese>;<Japanese>;<Portuguese>;<Ukrainian>;<Serbian>;<Hungarian>;<Korean>;<Belarusian>;<Romanian>;<TChinese>;<HChinese>;<Comments>;<max_chars>
unic_soryu_1;IJN Sōryū;IJN Sōryū;Portaerei Giapponese;Sōryū;AIJ Sōryū;"""Сорю""";IJN Sōryū;Sórjú;Sōryū;苍\t龙;大日本帝國海軍 蒼龍;MIJ Sōryū;"""Сорю""";IJN Sorju;Szórjú;IJN 소류;«Сор'ю»;Sōryū;IJN 蒼\t龍\t號;【航\t空\t母\t舰\t】;;
unic_soryu_2;Kolporter;Porte-avion;Portaerei;Flugzeugträger;Portaaviones;Авианосец;Kolporter;Sórjú;Uçak Gemisi;航\t空\t母\t舰;空母;Porta-aviões;Авіаносець;Nosač aviona;repülőgép-hordozó;항공모함;Авіяносец;Portavion japonez;航\t空\t母\t艦;【航\t空\t母\t舰\t】;;
unic_hiryu;IJN Hiryū;IJN Hiryū;Hiryū;Hiryū;AIJ Hiryū;"""Хирю""";IJN Hiryū;Hirjú;Hiryū;飞\t龙;大日本帝國海軍 飛龍;MIJ Hiryū;"""Хірю""";IJN Hirju;Hirjú;IJN 히류;«Хір'ю»;Hiryū;IJN 飛\t龍\t號;【航\t空\t母\t舰\t】;;
unic_hiryu_0;IJN Hiryū;IJN Hiryū;Hiryū;Hiryū;AIJ Hiryū;"""Хирю""";IJN Hiryū;Hirjú;Hiryū;飞\t龙\t号\t航\t空\t母\t舰;大日本帝國海軍 飛龍;MIJ Hiryū;"""Хірю""";IJN Hirju;Hirjú;IJN 히류;«Хір'ю»;Hiryū;IJN 飛\t龍\t號;【航\t空\t母\t舰\t】;;
unic_hiryu_1;IJN Hiryū;IJN Hiryū;Portaerei Giapponese;Hiryū;AIJ Hiryū;"""Хирю""";IJN Hiryū;Hirjú;Hiryū;飞\t龙;大日本帝國海軍 飛龍;MIJ Hiryū;"""Хірю""";IJN Hirju;Hirjú;IJN 히류;«Хір'ю»;Hiryū;IJN 飛\t龍\t號;【航\t空\t母\t舰\t】;;
unic_hiryu_2;Kolporter;Porte-avion;Portaerei;Flugzeugträger;Portaaviones;Авианосец;Kolporter;Hirjú;Uçak Gemisi;航\t空\t母\t舰;空母;Porta-aviões;Авіаносець;Nosač aviona;repülőgép-hordozó;항공모함;Авіяносец;Portavion japonez;航\t空\t母\t艦;【航\t空\t母\t舰\t】;;
unic_kaga;IJN Kaga;IJN Kaga;Kaga;Kaga;AIJ Kaga;"""Кага""";IJN Kaga;Kaga;Kaga;加\t贺;大日本帝國海軍 加賀;MIJ Kaga;"""Кага""";IJN Kaga;Kaga;IJN 카가;«Кага»;Kaga;IJN 加\t賀\t號;【航\t空\t母\t舰\t】;;
unic_kaga_0;IJN Kaga;IJN Kaga;Kaga;Kaga;Kaga;"""Кага""";IJN Kaga;Kaga;Kaga;加\t贺\t号\t航\t空\t母\t舰;大日本帝國海軍 加賀;MIJ Kaga;"""Кага""";IJN Kaga;Kaga;IJN 카가;«Кага»;Kaga;IJN 加\t賀\t號;【航\t空\t母\t舰\t】;;
unic_kaga_1;IJN Kaga;IJN Kaga;Portaerei Giapponese;Kaga;Kaga;"""Кага""";IJN Kaga;Kaga;Kaga;加\t贺;大日本帝國海軍 加賀;MIJ Kaga;"""Кага""";IJN Kaga;Kaga;IJN 카가;«Кага»;Kaga;IJN 加\t賀\t號;【航\t空\t母\t舰\t】;;
unic_kaga_2;Kolporter;Porte-avion;Portaerei;Flugzeugträger;Portaaviones;Авианосец;Kolporter;Kaga;Uçak Gemisi;航\t空\t母\t舰;空母;Porta-aviões;Авіаносець;Nosač aviona;repülőgép-hordozó;항공모함;Авіяносец;Portavion japonez;航\t空\t母\t艦;【航\t空\t母\t舰\t】;;
unic_akagi;IJN Akagi;IJN Akagi;Akagi;Akagi;Akagi;"""Акаги""";IJN Akagi;Akagi;Akagi;赤\t城;大日本帝國海軍 赤城;MIJ Akagi;"""Акагі""";IJN Akagi;Akagi;IJN 아카기;«Акагі»;Akagi;IJN 赤\t城\t號;【航\t空\t母\t舰\t】;;
unic_akagi_0;IJN Akagi;IJN Akagi;Akagi;Akagi;Akagi;"""Акаги""";IJN Akagi;Akagi;Akagi;赤\t城\t号\t航\t空\t母\t舰;大日本帝國海軍 赤城;MIJ Akagi;"""Акагі""";IJN Akagi;Akagi;IJN 아카기;«Акагі»;Akagi;IJN 赤\t城\t號;【航\t空\t母\t舰\t】;;
unic_akagi_1;IJN Akagi;IJN Akagi;Portaerei Giapponese;Akagi;Akagi;"""Акаги""";IJN Akagi;Akagi;Akagi;赤\t城;大日本帝國海軍 赤城;MIJ Akagi;"""Акагі""";IJN Akagi;Akagi;IJN 아카기;«Акагі»;Akagi;IJN 赤\t城\t號;【航\t空\t母\t舰\t】;;
unic_akagi_2;Kolporter;Porte-avion;Portaerei;Flugzeugträger;Portaaviones;Авианосец;Kolporter;Akagi;Uçak Gemisi;航\t空\t母\t舰;空母;Porta-aviões;Авіаносець;Nosač aviona;repülőgép-hordozó;항공모함;Авіяносец;Portavion japonez;航\t空\t母\t艦;【航\t空\t母\t舰\t】;;
unic_shokaku;IJN Shōkaku;IJN Shōkaku;Shōkaku;Shōkaku;Shōkaku;"""Сёкаку""";IJN Shōkaku;Šókaku;Shōkaku;翔\t鹤;大日本帝國海軍 翔鶴;MIJ Shōkaku;"""Сьокаку""";IJN Šokaku;Sókaku;IJN 쇼카쿠;«Сёкаку»;Shōkaku;IJN 翔\t鶴\t號;【航\t空\t母\t舰\t】;;
unic_shokaku_0;IJN Shōkaku;IJN Shōkaku;Shōkaku;Shōkaku;Shōkaku;"""Сёкаку""";IJN Shōkaku;Šókaku;Shōkaku;翔\t鹤\t号\t航\t空\t母\t舰;大日本帝國海軍 翔鶴;MIJ Shōkaku;"""Сьокаку""";IJN Šokaku;Sókaku;IJN 쇼카쿠;«Сёкаку»;Shōkaku;IJN 翔\t鶴\t號;【航\t空\t母\t舰\t】;;
unic_shokaku_1;IJN Shōkaku;IJN Shōkaku;Portaerei Giapponese;Shōkaku;Shōkaku;"""Сёкаку""";IJN Shōkaku;Šókaku;Shōkaku;翔\t鹤;大日本帝國海軍 翔鶴;MIJ Shōkaku;"""Сьокаку""";IJN Šokaku;Sókaku;IJN 쇼카쿠;«Сёкаку»;Shōkaku;IJN 翔\t鶴\t號;【航\t空\t母\t舰\t】;;
unic_shokaku_2;Kolporter;Porte-avion;Portaerei;Flugzeugträger;Portaaviones;Авианосец;Kolporter;Šókaku;Uçak Gemisi;航\t空\t母\t舰;空母;Porta-aviões;Авіаносець;Nosač aviona;repülőgép-hordozó;항공모함;Авіяносец;Portavion japonez;航\t空\t母\t艦;【航\t空\t母\t舰\t】;;
unic_zuikaku;IJN Zuikaku;IJN Zuikaku;Zuikaku;Zuikaku;Zuikaku;"""Дзуйкаку""";IJN Zuikaku;Zuikaku;Zuikaku;瑞\t鹤;大日本帝國海軍 瑞鶴;MIJ Zuikaku;"""Дзуйкаку""";IJN Zuikaku;Zuikaku;IJN 즈이카쿠;«Дзуйкаку»;Zuikaku;IJN 瑞\t鶴\t號;【航\t空\t母\t舰\t】;;
unic_zuikaku_0;IJN Zuikaku;IJN Zuikaku;Zuikaku;Zuikaku;Zuikaku;"""Дзуйкаку""";IJN Zuikaku;Zuikaku;Zuikaku;瑞\t鹤\t号\t航\t空\t母\t舰;大日本帝國海軍 瑞鶴;MIJ Zuikaku;"""Дзуйкаку""";IJN Zuikaku;Zuikaku;IJN 즈이카쿠;«Дзуйкаку»;Zuikaku;IJN 瑞\t鶴\t號;【航\t空\t母\t舰\t】;;
unic_zuikaku_1;IJN Zuikaku;IJN Zuikaku;Portaerei Giapponese;Zuikaku;Zuikaku;"""Дзуйкаку""";IJN Zuikaku;Zuikaku;Zuikaku;瑞\t鹤;大日本帝國海軍 瑞鶴;MIJ Zuikaku;"""Дзуйкаку""";IJN Zuikaku;Zuikaku;IJN 즈이카쿠;«Дзуйкаку»;Zuikaku;IJN 瑞\t鶴\t號;【航\t空\t母\t舰\t】;;
unic_zuikaku_2;Kolporter;Porte-avion;Portaerei;Flugzeugträger;Portaaviones;Авианосец;Kolporter;Zuikaku;Uçak Gemisi;航\t空\t母\t舰;空母;Porta-aviões;Авіаносець;Nosač aviona;repülőgép-hordozó;항공모함;Авіяносец;Portavion japonez;航\t空\t母\t艦;【航\t空\t母\t舰\t】;;
unic_saratoga;USS Saratoga CV-3;USS Saratoga CV-3;USS Saratoga CV-3;USS Saratoga CV-3;USS Saratoga CV-3;"""Саратога"" (CV-3)";USS Saratoga CV-3;USS Saratoga CV-3;USS Saratoga (CV-3);萨\t拉\t托\t加;USS サラトガ CV-3;USS Saratoga CV-3;"""Саратога"" (CV-3)";USS Saratoga CV-3;USS Saratoga (CV-3);USS 새러토가 CV-3;«Саратога» (CV-3);USS Saratoga CV-3;USS 薩\t拉\t托\t加\t號 CV-3;【航\t空\t母\t舰\t】;;
unic_saratoga_0;USS Saratoga CV-3;USS Saratoga CV-3;USS Saratoga CV-3;USS Saratoga CV-3;USS Saratoga CV-3;"""Саратога"" (CV-3)";USS Saratoga CV-3;USS Saratoga CV-3 ;USS Saratoga (CV-3);萨\t拉\t托\t加\t号\t航\t空\t母\t舰 (CV-3);USS サラトガ CV-3;USS Saratoga CV-3;"""Саратога"" (CV-3)";USS Saratoga CV-3;USS Saratoga (CV-3);USS 새러토가 CV-3;«Саратога» (CV-3);USS Saratoga CV-3;USS 薩\t拉\t托\t加\t號 CV-3;【航\t空\t母\t舰\t】;;
unic_saratoga_1;USS Saratoga;USS Saratoga;Portaerei USA;USS Saratoga;USS Saratoga;"""Саратога""";USS Saratoga;USS Saratoga;USS Saratoga (CV-3);萨\t拉\t托\t加;USS サラトガ;USS Saratoga;"""Саратога""";USS Saratoga;USS Saratoga;USS 새러토가;«Саратога»;USS Saratoga CV-3;USS 薩\t拉\t托\t加\t號;【航\t空\t母\t舰\t】;;
unic_saratoga_2;Kolporter;Porte-avion;Portaerei;Flugzeugträger;Portaaviones;Авианосец;Kolporter;Saratoga;Uçak Gemisi;航\t空\t母\t舰;空母;Porta-aviões;Авіаносець;Nosač aviona;repülőgép-hordozó;항공모함;Авіяносец;Portavion american;航\t空\t母\t艦;【航\t空\t母\t舰\t】;;
unic_zuiho;IJN Zuiho;IJN Zuiho;Zuiho;Zuihō;Zuiho;"""Дзуйхо""";IJN Zuiho;Zuihó;Zuihō;瑞\t凤;大日本帝國海軍 瑞鳳;MIJ Zuiho;"""Дзуйхо""";IJN Zuiho;Zuihó;IJN 즈이호;«Дзуйхо»;Zuiho;IJN 瑞\t鳳\t號;【航\t空\t母\t舰\t】;;
unic_zuiho_0;IJN Zuiho;IJN Zuiho;Zuiho;Zuihō;Zuiho;"""Дзуйхо""";IJN Zuiho;Zuihó;Zuihō;瑞\t凤\t号\t航\t空\t母\t舰;大日本帝國海軍 瑞鳳;MIJ Zuiho;"""Дзуйхо""";IJN Zuiho;Zuihó;IJN 즈이호;«Дзуйхо»;Zuiho;IJN 瑞\t鳳\t號;【航\t空\t母\t舰\t】;;
unic_zuiho_1;IJN Zuiho;IJN Zuiho;Portaerei Giapponese;Zuihō;Zuiho;"""Дзуйхо""";IJN Zuiho;Zuihó;Zuihō;瑞\t凤;大日本帝國海軍 瑞鳳;MIJ Zuiho;"""Дзуйхо""";IJN Zuiho;Zuihó;IJN 즈이호;«Дзуйхо»;Zuiho;IJN 瑞\t鳳\t號;【航\t空\t母\t舰\t】;;
unic_zuiho_2;Kolporter;Porte-avion;Portaerei;Flugzeugträger;Portaaviones;Авианосец;Kolporter;Zuihó;Uçak Gemisi;航\t空\t母\t舰;軽空母;Porta-aviões;Авіаносець;Nosač aviona;repülőgép-hordozó;항공모함;Авіяносец;Portavion japonez;航\t空\t母\t艦;【航\t空\t母\t舰\t】;;
unic_wasp;USS Wasp CV-7;USS Wasp CV-7;USS Wasp CV-7;USS Wasp CV-7;USS Wasp CV-7;"""Уосп"" (CV-7)";USS Wasp CV-7;USS Wasp CV-7;USS Wasp (CV-7);黄\t蜂;USS ワスプ CV-7;USS Wasp CV-7;"""Уосп"" (CV-7)";USS Wasp CV-7;USS Wasp (CV-7);USS 와스프 CV-7;«Уосп» (CV-7);USS Wasp CV-7;USS 胡\t蜂\t號 CV-7;【航\t空\t母\t舰\t】;;
unic_wasp_0;USS Wasp CV-7;USS Wasp CV-7;USS Wasp CV-7;USS Wasp CV-7;USS Wasp CV-7;"""Уосп"" (CV-7)";USS Wasp CV-7;USS Wasp CV-7 ;USS Wasp (CV-7);黄\t蜂\t号\t航\t空\t母\t舰 (CV-7);USS ワスプ CV-7;USS Wasp CV-7;"""Уосп"" (CV-7)";USS Wasp CV-7;USS Wasp (CV-7);USS 와스프 CV-7;«Уосп» (CV-7);USS Wasp CV-7;USS 胡\t蜂\t號 CV-7;【航\t空\t母\t舰\t】;;
unic_wasp_1;USS Wasp;USS Wasp;Portaerei USA;USS Wasp;USS Wasp;"""Уосп""";USS Wasp;USS Wasp;USS Wasp (CV-7);黄\t蜂;USS ワスプ;USS Wasp;"""Уосп""";USS Wasp;USS Wasp;USS 와스프;«Уосп»;USS Wasp CV-7;USS 胡\t蜂\t號;【航\t空\t母\t舰\t】;;
unic_wasp_2;Kolporter;Porte-avion;Portaerei;Flugzeugträger;Portaaviones;Авианосец;Kolporter;Wasp;Uçak Gemisi;航\t空\t母\t舰;空母;Porta-aviões;Авіаносець;Nosač aviona;repülőgép-hordozó;항공모함;Авіяносец;Portavion american;航\t空\t母\t艦;【航\t空\t母\t舰\t】;;
unic_lexington;USS Lexington CV-2;USS Lexington CV-2;USS Lexington CV-2;USS Lexington CV-2;USS Lexington CV-2;"""Лексингтон"" (CV-2)";USS Lexington CV-2;USS Lexington CV-2 ;USS Lexington (CV-2);列\t克\t星\t敦;USS レキシントン CV-2;USS Lexington CV-2;"""Лексінгтон"" (CV-2)";USS Lexington CV-2;USS Lexington (CV-2);USS 렉싱턴 CV-2;«Лексінгтан» (CV-2);USS Lexington CV-2;USS 列\t星\t頓\t號 CV-2;【航\t空\t母\t舰\t】;;
unic_lexington_0;USS Lexington CV-2;USS Lexington CV-2;USS Lexington CV-2;USS Lexington CV-2;USS Lexington CV-2;"""Лексингтон"" (CV-2)";USS Lexington CV-2;USS Lexington CV-2 ;USS Lexington (CV-2);列\t克\t星\t顿\t号\t航\t空\t母\t舰 (CV-2);USS レキシントン CV-2;USS Lexington CV-2;"""Лексінгтон"" (CV-2)";USS Lexington CV-2;USS Lexington (CV-2);USS 렉싱턴 CV-2;«Лексінгтан» (CV-2);USS Lexington CV-2;USS 列\t星\t頓\t號 CV-2;【航\t空\t母\t舰\t】;;
unic_lexington_1;USS Lexington;USS Lexington;Portaerei USA;USS Lexington;USS Lexington;"""Лексингтон""";USS Lexington;USS Lexington;USS Lexington (CV-2);列\t克\t星\t敦;USS レキシントン;USS Lexington;"""Лексінгтон""";USS Lexington;USS Lexington;USS 렉싱턴;«Лексінгтан»;USS Lexington CV-2;USS 列\t星\t頓\t號;【航\t空\t母\t舰\t】;;
unic_lexington_2;Kolporter;Porte-avion;Portaerei;Flugzeugträger;Portaaviones;Авианосец;Kolporter;Lexington;Uçak Gemisi;航\t空\t母\t舰;空母;Porta-aviões;Авіаносець;Nosač aviona;repülőgép-hordozó;항공모함;Авіяносец;Portavion american;航\t空\t母\t艦;【航\t空\t母\t舰\t】;;
unic_shoho;IJN Shoho;IJN Shoho;Shoho;Shōhō;Shoho;"""Сёхо""";IJN Shoho;Šóhó;Shōhō;祥\t凤;大日本帝國海軍 祥鳳;MIJ Shoho;"""Сьохо""";IJN Šoho;Sóhó;IJN 쇼호;«Сёхо»;Shoho;IJN 祥\t鳳\t號;【航\t空\t母\t舰\t】;;
unic_shoho_0;IJN Shoho;IJN Shoho;Shoho;Shōhō;Shoho;"""Сёхо""";IJN Shoho;Šóhó;Shōhō;祥\t凤\t号\t航\t空\t母\t舰;祥鳳;MIJ Shoho;"""Сьохо""";IJN Šoho;Sóhó;IJN 쇼호;«Сёхо»;Shoho;IJN 祥\t鳳\t號;【航\t空\t母\t舰\t】;;
unic_shoho_1;IJN Shoho;IJN Shoho;Portaerei Giapponese;Shōhō;Shoho;"""Сёхо""";IJN Shoho;Šóhó;Shōhō;祥\t凤;大日本帝國海軍 祥鳳;MIJ Shoho;"""Сьохо""";IJN Šoho;Sóhó;IJN 쇼호;«Сёхо»;Shoho;IJN 祥\t鳳\t號;【航\t空\t母\t舰\t】;;
unic_shoho_2;Kolporter;Porte-avion;Portaerei;Flugzeugträger;Portaaviones;Авианосец;Kolporter;Šóhó;Uçak Gemisi;航\t空\t母\t舰;軽空母;Porta-aviões;Авіаносець;Nosač aviona;repülőgép-hordozó;항공모함;Авіяносец;Portavion japonez;航\t空\t母\t艦;【航\t空\t母\t舰\t】;;
unic_wheeler_hangar;Dom;Dom;Dom;Dom;Dom;Ангар;Dom;hangár;Dom;机\t库;格納庫;Dom;Ангар;Dom;hangár;격납고;Ангар;Dom;機\t庫;机\t库;;
unic_wheeler_hangar_0;Dom;Dom;Dom;Dom;Dom;Ангар;Dom;hangár;Dom;机\t库;格納庫;Dom;Ангар;Dom;hangár;격납고;Ангар;Dom;機\t庫;机\t库;;
unic_wheeler_hangar_1;Dom;Dom;Dom;Dom;Dom;Ангар;Dom;hangár;Dom;机\t库;格納庫;Dom;Ангар;Dom;hangár;격납고;Ангар;Dom;機\t庫;机\t库;;
unic_wheeler_hangar_2;Dom;Dom;Dom;Dom;Dom;Ангар;Dom;hangár;Dom;机\t库;格納庫;Dom;Ангар;Dom;hangár;격납고;Ангар;Dom;機\t庫;机\t库;;
ships/fishboat1_0;Boat;Bateau;Peschereccio;Boot;Barco;Лодка;Boat;rybářský člun;Bot;渔\t船;ボート;Barco;Човен;Brod;halászhajó;보트;Лодка;Barcă;漁\t船;渔\t船;;
ships/fishboat1_1;Boat;Bateau;Peschereccio;Boot;Barco;Лодка;Boat;rybářský člun;Bot;渔\t船;ボート;Barco;Човен;Čamac;halászhajó;보트;Лодка;Barcă;漁\t船;渔\t船;;
ships/fishboat1_2;Boat;Bateau;Peschereccio;Boot;Barco;Лодка;Boat;rybářský člun;Bot;渔\t船;ボート;Barco;Човен;Brod;halászhajó;보트;Лодка;Barcă;漁\t船;渔\t船;;
ships/fishboat2_0;Boat;Bateau;Peschereccio;Boot;Barco;Лодка;Boat;rybářský člun;Bot;渔\t船;ボート;Barco;Човен;Čamac;halászhajó;보트;Лодка;Barcă;漁\t船;渔\t船;;
ships/fishboat2_1;Boat;Bateau;Peschereccio;Boot;Barco;Лодка;Boat;rybářský člun;Bot;渔\t船;ボート;Barco;Човен;Brod;halászhajó;보트;Лодка;Barcă;漁\t船;渔\t船;;
ships/fishboat2_2;Boat;Bateau;Peschereccio;Boot;Barco;Лодка;Boat;rybářský člun;Bot;渔\t船;ボート;Barco;Човен;Brod;halászhajó;보트;Лодка;Barcă;漁\t船;渔\t船;;
ships/fishboat3_0;Boat;Bateau;Peschereccio;Boot;Barco;Лодка;Boat;rybářský člun;Bot;渔\t船;ボート;Barco;Човен;Brod;halászhajó;보트;Лодка;Barcă;漁\t船;渔\t船;;
ships/fishboat3_1;Boat;Bateau;Peschereccio;Boot;Barco;Лодка;Boat;rybářský člun;Bot;渔\t船;ボート;Barco;Човен;Brod;halászhajó;보트;Лодка;Barcă;漁\t船;渔\t船;;
ships/fishboat3_2;Boat;Bateau;Peschereccio;Boot;Barco;Лодка;Boat;rybářský člun;Bot;渔\t船;ボート;Barco;Човен;Brod;halászhajó;보트;Лодка;Barcă;漁\t船;渔\t船;;
ships/fishboat4_0;Boat;Bateau;Peschereccio;Boot;Barco;Лодка;Boat;rybářský člun;Bot;渔\t船;ボート;Barco;Човен;Brod;halászhajó;보트;Лодка;Barcă;漁\t船;渔\t船;;
ships/fishboat4_1;Boat;Bateau;Peschereccio;Boot;Barco;Лодка;Boat;rybářský člun;Bot;渔\t船;ボート;Barco;Човен;Brod;halászhajó;보트;Лодка;Barcă;漁\t船;渔\t船;;
ships/fishboat4_2;Boat;Bateau;Peschereccio;Boot;Barco;Лодка;Boat;rybářský člun;Bot;渔\t船;ボート;Barco;Човен;Brod;halászhajó;보트;Лодка;Barcă;漁\t船;渔\t船;;
ships/fishboat5_0;Boat;Bateau;Peschereccio;Boot;Barco;Лодка;Boat;rybářský člun;Bot;渔\t船;ボート;Barco;Човен;Brod;halászhajó;보트;Лодка;Barcă;漁\t船;渔\t船;;
ships/fishboat5_1;Boat;Bateau;Peschereccio;Boot;Barco;Лодка;Boat;rybářský člun;Bot;渔\t船;ボート;Barco;Човен;Brod;halászhajó;보트;Лодка;Barcă;漁\t船;渔\t船;;
ships/fishboat5_2;Boat;Bateau;Peschereccio;Boot;Barco;Лодка;Boat;rybářský člun;Bot;渔\t船;ボート;Barco;Човен;Brod;halászhajó;보트;Лодка;Barcă;漁\t船;渔\t船;;
ships/fishboat6_0;Boat;Bateau;Peschereccio;Boot;Barco;Лодка;Boat;rybářský člun;Bot;渔\t船;ボート;Barco;Човен;Brod;halászhajó;보트;Лодка;Barcă;漁\t船;渔\t船;;
ships/fishboat6_1;Boat;Bateau;Peschereccio;Boot;Barco;Лодка;Boat;rybářský člun;Bot;渔\t船;ボート;Barco;Човен;Brod;halászhajó;보트;Лодка;Barcă;漁\t船;渔\t船;;
ships/fishboat6_2;Boat;Bateau;Peschereccio;Boot;Barco;Лодка;Boat;rybářský člun;Bot;渔\t船;ボート;Barco;Човен;Brod;halászhajó;보트;Лодка;Barcă;漁\t船;渔\t船;;
ships/fishboat7_0;Boat;Bateau;Peschereccio;Boot;Barco;Лодка;Boat;rybářský člun;Bot;渔\t船;ボート;Barco;Човен;Brod;halászhajó;보트;Лодка;Barcă;漁\t船;渔\t船;;
ships/fishboat7_1;Boat;Bateau;Peschereccio;Boot;Barco;Лодка;Boat;rybářský člun;Bot;渔\t船;ボート;Barco;Човен;Brod;halászhajó;보트;Лодка;Barcă;漁\t船;渔\t船;;
ships/fishboat7_2;Boat;Bateau;Peschereccio;Boot;Barco;Лодка;Boat;rybářský člun;Bot;渔\t船;ボート;Barco;Човен;Brod;halászhajó;보트;Лодка;Barcă;漁\t船;渔\t船;;
ships/germ_bb_tirpitz_0;Łódź Bojownika;Cuirassé;Tirpitz;Schlachtschiff;Acorazado;Линкор;Łódź Bojownika;Tirpitz;Zıhrlı;【战\t列\t舰\t】\t提\t尔\t皮\t茨;戦艦;Couraçado;Лінкор;Bojni brod;csatahajó;전함;Лінкар;Tirpitz;【戰\t列\t艦\t】\t鐵\t必\t制\t號;【战\t列\t舰\t】;;
ships/germ_bb_tirpitz_1;Łódź Bojownika;Cuirassé;Corazzata Tedesca;Schlachtschiff;Acorazado;Линкор;Łódź Bojownika;Tirpitz;Zıhrlı;【战\t列\t舰\t】\t提\t尔\t皮\t茨;戦艦;Couraçado;Лінкор;Bojni brod;csatahajó;전함;Лінкар;Cuirasat german;【戰\t列\t艦\t】\t鐵\t必\t制\t號;【战\t列\t舰\t】;;
ships/germ_bb_tirpitz_2;Łódź Bojownika;Cuirassé;Corazzata;Schlachtschiff;Acorazado;Линкор;Łódź Bojownika;Tirpitz;Zıhrlı;战\t列\t舰;戦艦;Couraçado;Лінкор;Bojni brod;csatahajó;전함;Лінкар;Cuirasat;【戰\t列\t艦\t】\t鐵\t必\t制\t號;【战\t列\t舰\t】;;
ships/germ_dd_z28_0;Kontrtorpedowiec;Destruktor;Z28;Zerstörer;Destructor;Эсминец;Kontrtorpedowiec;Zerstörer 1936A Z 28;Muhrip;【驱\t逐\t舰\t】\tZ 28;駆逐艦;Contratorpedeiro;Есмінець;Razarač;romboló;구축함;Эсмінец;Distrugător Z28;【驅\t逐\t艦\t】\tZ28;【驱\t逐\t舰\t】;;
ships/germ_dd_z28_1;Kontrtorpedowiec;Destruktor;Cacciatorpediniere Tedesco;Zerstörer;Destructor;Эсминец;Kontrtorpedowiec;Zerstörer 1936A;Muhrip;【驱\t逐\t舰\t】\tZ 28;駆逐艦;Contratorpedeiro;Есмінець;Razarač;romboló;구축함;Эсмінец;Distrugător german;【驅\t逐\t艦\t】\tZ28;【驱\t逐\t舰\t】;;
ships/germ_dd_z28_2;Kontrtorpedowiec;Destruktor;Cacciatorpediniere;Zerstörer;Destructor;Эсминец;Kontrtorpedowiec;Zerstörer 1936A;Muhrip;驱\t逐\t舰;駆逐艦;Contratorpedeiro;Есмінець;Razarač;romboló;구축함;Эсмінец;Distrugător;驅\t逐\t艦;【驱\t逐\t舰\t】;;
ships/hms_cv_illustrious_0;Kolporter;Porte-avion;HMS Illustrious;Flugzeugträger;Portaaviones;Авианосец;Kolporter;HMS Illustrious (87);Uçak Gemisi;【航\t空\t母\t舰\t】\t光\t辉;空母;Porta-aviões;Авіаносець;Nosač aviona;repülőgép-hordozó;항공모함;Авіяносец;HMS Illustrious;【航\t空\t母\t艦\t】\t光\t輝\t號;【航\t空\t母\t舰\t】\t“光\t辉”\t号;;
